Team,W,L,W/L%,SRS_norm
New Jersey Nets,47,35,0.573,0.4669778131790958
Miami Heat,42,40,0.512,-0.03229101899642684
New York Knicks,39,43,0.476,-0.48933313402277595
Boston Celtics,36,46,0.439,-0.4943009830991493
Philadelphia 76ers,33,49,0.402,-0.7327577387650707
Washington Wizards,25,57,0.305,-1.5201618173702482
Orlando Magic,21,61,0.256,-1.800845290185343
Indiana Pacers,61,21,0.744,1.2245747973260332
Detroit Pistons,54,28,0.659,1.2518979672460868
New Orleans Hornets,41,41,0.5,-0.17884256674944096
Milwaukee Bucks,41,41,0.5,0.10432483060384055
Cleveland Cavaliers,35,47,0.427,-0.7625648332233107
Toronto Raptors,33,49,0.402,-0.8495021920598446
Atlanta Hawks,28,54,0.341,-1.24196226909334
Chicago Bulls,23,59,0.28,-1.661745516046889
Minnesota Timberwolves,58,24,0.707,1.4555797793773946
San Antonio Spurs,57,25,0.695,1.8654273281781966
Dallas Mavericks,52,30,0.634,1.2071873255587267
Memphis Grizzlies,50,32,0.61,0.7327577387650707
Houston Rockets,45,37,0.549,0.566334794706563
Denver Nuggets,43,39,0.524,0.40984754880080215
Utah Jazz,42,40,0.512,-0.13164800052389405
Los Angeles Lakers,56,26,0.683,1.0805071741112058
Sacramento Kings,55,27,0.671,1.3438031751589938
Portland Trail Blazers,41,41,0.5,-0.14406762321482744
Golden State Warriors,37,45,0.451,-0.01738747176730676
Seattle SuperSonics,37,45,0.451,0.00496784907637336
Phoenix Suns,29,53,0.354,-0.7302738142268839
Los Angeles Clippers,28,54,0.341,-0.9289877772818184
