Team,W,L,W/L%,Off eFG%,Off TOV%,ORB%,Off FT/FGA%,Def eFG%,Def TOV%,DRB%,Def FT/FGA%,Offensive Score,Defensive Score,Four-Factor Score
Miami Heat,58.0,24.0,0.707317,1.432341,0.108264,-0.503062,2.133095,-1.416025,-0.886469,1.057948,-0.318099,0.765222,0.604097,1.369319
Chicago Bulls,62.0,20.0,0.756098,0.138735,0.108264,1.366725,-0.095725,-2.149506,0.181566,1.451168,-0.369406,0.287414,1.250838,1.538252
Los Angeles Lakers,57.0,25.0,0.695122,0.194978,-1.450741,1.277687,-0.052863,-1.293779,-0.672862,-0.739628,-2.472967,0.688284,0.572316,1.2606
San Antonio Spurs,61.0,21.0,0.743902,1.601072,-0.801156,-0.636618,-0.010001,-0.438051,-0.886469,0.55238,-2.01121,0.711894,0.365761,1.077655
Boston Celtics,56.0,26.0,0.682927,1.151122,1.407435,-2.328329,0.24717,-1.782766,1.463208,0.608554,0.297577,-0.32,1.155983,0.835983
Orlando Magic,52.0,30.0,0.634146,1.26361,1.147601,-0.102393,-0.095725,-1.416025,-0.138845,1.844388,-0.523325,0.183706,0.979075,1.162781
Denver Nuggets,50.0,32.0,0.609756,1.544829,-0.411404,-1.081805,2.218819,0.11206,-0.779666,1.001774,-0.266793,0.837244,0.000633,0.837877
Dallas Mavericks,57.0,25.0,0.695122,1.488585,0.238181,-0.992768,-0.310035,-0.621421,-0.459255,0.664729,-1.190308,0.29083,0.445247,0.736077
Oklahoma City Thunder,55.0,27.0,0.670732,0.138735,-0.411404,0.47635,2.990334,-0.315804,-0.566059,-0.009362,-0.061568,0.702165,-0.00783,0.694335
Memphis Grizzlies,46.0,36.0,0.560976,-0.311215,-0.541321,1.144131,-0.481482,0.234306,2.42444,-0.627279,-0.061568,0.167448,0.396167,0.563615
Houston Rockets,43.0,39.0,0.52439,0.251222,-1.450741,0.47635,0.418618,0.11206,-0.886469,-0.514931,-0.523325,0.621237,-0.290929,0.330308
Portland Trail Blazers,48.0,34.0,0.585366,-0.704922,-1.06099,1.411244,-0.224311,0.723294,2.10403,-0.90815,0.092351,0.231881,0.041207,0.273088
Philadelphia 76ers,41.0,41.0,0.5,-0.254972,-1.450741,-0.770174,-0.824378,-0.682545,0.074762,0.496206,0.092351,-0.016995,0.377097,0.360102
New Orleans Hornets,46.0,36.0,0.560976,-0.311215,-0.801156,-0.54758,-0.138587,0.173183,1.035994,1.451168,-0.472019,-0.054501,0.550762,0.496261
New York Knicks,42.0,40.0,0.512195,0.81366,-1.06099,-0.948249,0.718652,0.784417,0.395173,-0.964325,0.554109,0.50886,-0.490955,0.017905
Milwaukee Bucks,35.0,47.0,0.426829,-1.773553,-0.541321,-0.725655,-0.524344,-1.049285,1.356405,0.664729,0.348883,-0.797874,0.839429,0.041555
Phoenix Suns,40.0,42.0,0.487805,1.319854,-0.281487,-1.170842,-0.610068,0.906664,-0.352452,-1.132847,-0.933776,0.272635,-0.537282,-0.264647
Atlanta Hawks,44.0,38.0,0.536585,0.138735,0.108264,-1.304399,-0.86724,-0.193557,-1.20688,0.55238,-0.933776,-0.362538,0.026245,-0.336293
Indiana Pacers,37.0,45.0,0.45122,-0.704922,0.887767,-0.191431,0.24717,-0.682545,-0.672862,0.271509,0.40019,-0.505121,0.099076,-0.406045
Utah Jazz,39.0,43.0,0.47561,-0.029997,0.108264,0.298275,0.504342,0.417677,0.395173,-1.076673,2.349832,0.096242,-0.636087,-0.539845
Golden State Warriors,36.0,46.0,0.439024,0.644928,-0.15157,0.164719,-1.98165,0.66217,1.142798,-2.424855,1.52893,0.03156,-0.693479,-0.661919
Los Angeles Clippers,32.0,50.0,0.390244,-0.142484,2.186938,0.921538,0.204309,0.050936,-0.672862,-0.234059,1.067172,-0.388774,-0.395478,-0.784252
Detroit Pistons,30.0,52.0,0.365854,-0.198728,-1.190907,0.47635,-0.995825,1.701268,0.395173,-0.851976,0.297577,0.164132,-0.796746,-0.632614
Charlotte Bobcats,34.0,48.0,0.414634,-0.929897,0.887767,-0.280468,0.332894,0.11206,-0.566059,0.889426,-0.010261,-0.60006,-0.006914,-0.606974
Sacramento Kings,24.0,58.0,0.292683,-1.042384,1.277518,1.589318,-0.910102,0.906664,0.074762,0.440032,0.194964,-0.554985,-0.285213,-0.840198
New Jersey Nets,24.0,58.0,0.292683,-1.379847,-0.021653,-0.102393,-0.610068,0.29543,-1.740898,0.327683,0.605415,-0.658514,-0.578672,-1.237186
Toronto Raptors,22.0,60.0,0.268293,-0.423703,0.368098,0.8325,-0.352897,1.456774,-0.459255,-0.90815,1.118479,-0.14794,-1.046925,-1.194865
Minnesota Timberwolves,17.0,65.0,0.207317,-0.873653,2.186938,1.455762,-0.524344,0.967787,-0.352452,0.046812,1.118479,-0.683695,-0.633637,-1.317332
Washington Wizards,23.0,59.0,0.280488,-1.548578,0.627933,0.743463,-0.567206,0.84554,1.035994,-1.750764,1.015866,-0.712803,-0.58175,-1.294553
Cleveland Cavaliers,19.0,63.0,0.231707,-1.492334,-0.021653,-0.948249,0.161447,1.579021,-0.779666,-0.177885,-0.933776,-0.756953,-0.722036,-1.478989
