Team,Four-Factor Score,W,L,W/L%,NRtg_norm,SRS_norm
Chicago Bulls,1.543002,50.0,16.0,0.758,1.732299328249513,1.5647283877941365
San Antonio Spurs,1.298119,50.0,16.0,0.758,1.4657917392880495,1.5331389856179427
Oklahoma City Thunder,0.935024,47.0,19.0,0.712,1.2563929193897567,1.356238333431257
Miami Heat,1.165482,46.0,20.0,0.697,1.2183204066809763,1.2046092029855262
Philadelphia 76ers,1.075545,35.0,31.0,0.53,0.8947040486563419,0.7560396920835734
Atlanta Hawks,0.663829,40.0,26.0,0.606,0.7043414851124394,0.5622913587362509
Indiana Pacers,0.51185,42.0,24.0,0.636,0.6853052287580491,0.5475496377206938
New York Knicks,0.40544,36.0,30.0,0.545,0.6472327160492686,0.5033244746740224
Denver Nuggets,0.71459,38.0,28.0,0.576,0.5710876906317076,0.665483405845151
Boston Celtics,0.312277,39.0,27.0,0.591,0.5330151779229271,0.4759469927879876
Los Angeles Clippers,0.490509,40.0,26.0,0.606,0.5330151779229271,0.5938807609124448
Memphis Grizzlies,0.437584,41.0,25.0,0.621,0.4187976397965856,0.5117483152543407
Los Angeles Lakers,0.368552,41.0,25.0,0.621,0.3045801016702441,0.4127681884355999
Dallas Mavericks,0.223212,36.0,30.0,0.545,0.1903625635439025,0.3748609058241673
Orlando Magic,0.282815,37.0,29.0,0.561,0.1713263071895122,0.0968741666736612
Utah Jazz,0.167743,36.0,30.0,0.545,0.1332537944807317,0.1937483333473224
Milwaukee Bucks,-0.093291,31.0,35.0,0.47,0.0571087690631707,-0.0484370833368306
Houston Rockets,0.042858,34.0,32.0,0.515,0.0571087690631707,0.1200397282695367
Phoenix Suns,-0.134367,33.0,33.0,0.5,-0.0571087690631707,0.0610728442073081
Portland Trail Blazers,-0.220414,28.0,38.0,0.424,-0.1332537944807317,-0.046331123191751
Minnesota Timberwolves,-0.366857,26.0,40.0,0.394,-0.4378338961509758,-0.3853907065495652
Golden State Warriors,-0.900874,23.0,43.0,0.348,-0.7043414851124394,-0.5875628804772061
Toronto Raptors,-0.576601,23.0,43.0,0.348,-0.7043414851124394,-0.7728873732442101
New Orleans Hornets,-0.647964,21.0,45.0,0.318,-0.7995227668843906,-0.654953605119753
Washington Wizards,-0.970346,20.0,46.0,0.303,-0.9898853304282932,-1.08246351457091
Detroit Pistons,-0.994566,25.0,41.0,0.379,-1.0089215867826833,-1.092993315296308
Sacramento Kings,-0.901378,22.0,44.0,0.333,-1.1421753812634152,-1.0424502718143978
New Jersey Nets,-1.289245,22.0,44.0,0.333,-1.275429175744147,-1.3414966124156995
Cleveland Cavaliers,-1.144314,21.0,45.0,0.318,-1.4848279956424395,-1.5457747464884202
Charlotte Bobcats,-2.398219,7.0,59.0,0.106,-2.893510965867318,-2.93992036253111
