Team,W,L,W/L%,Off eFG%,Off TOV%,ORB%,Off FT/FGA%,Def eFG%,Def TOV%,DRB%,Def FT/FGA%,Offensive Score,Defensive Score,Four-Factor Score
Milwaukee Bucks,56.0,17.0,0.767123,1.672813,0.086303,-1.121387,0.001827,-2.347766,-0.69936,2.479521,-1.109294,0.423546,1.426565,1.850111
Boston Celtics,48.0,24.0,0.666667,0.188486,-0.737498,0.894589,0.330762,-1.186464,0.579957,-0.039992,0.652246,0.488301,0.51374,1.002041
Los Angeles Clippers,49.0,23.0,0.680556,0.471215,-0.266755,0.642592,1.756146,-1.360659,-0.528784,0.079985,0.223763,0.647115,0.3945,1.041615
Toronto Raptors,53.0,19.0,0.736111,0.541897,0.321675,-0.743391,0.49523,-1.59292,1.518122,-0.459911,0.033326,0.061946,0.919717,0.981663
Los Angeles Lakers,52.0,19.0,0.732394,0.965991,0.557047,1.272585,0.001827,-0.838073,1.091683,0.799846,0.176154,0.501926,0.741696,1.243622
Dallas Mavericks,43.0,32.0,0.573333,1.178037,-1.914358,0.453595,0.27594,-0.257422,-1.893389,0.139973,-1.252122,1.081914,-0.154566,0.927348
Miami Heat,44.0,29.0,0.60274,1.319402,0.792418,-1.373384,1.810969,-0.373552,-0.187633,1.219764,0.557027,0.326625,0.262911,0.589536
Houston Rockets,44.0,28.0,0.611111,0.612579,-0.266755,-0.932389,1.482034,-0.025162,0.750532,-1.119784,-0.204719,0.347548,0.004449,0.351997
Utah Jazz,44.0,28.0,0.611111,1.460766,1.02779,-0.554393,0.385585,-0.663878,-1.46695,0.859834,-0.77603,0.274318,0.187185,0.461503
Philadelphia 76ers,43.0,30.0,0.589041,0.400533,-0.149069,0.894589,-0.436752,-0.373552,-0.272921,1.699672,0.604637,0.310885,0.330429,0.641314
Denver Nuggets,46.0,27.0,0.630137,0.471215,-0.619812,1.461583,-0.984977,0.207099,0.06823,-0.399923,-0.15711,0.488009,-0.1222,0.365809
Indiana Pacers,45.0,28.0,0.616438,0.400533,-0.97287,-1.562381,-1.697669,-1.070334,0.153518,-0.459911,-0.442765,-0.163696,0.440946,0.27725
Oklahoma City Thunder,44.0,28.0,0.611111,0.117804,-0.502127,-2.003376,1.646502,-0.663878,-0.187633,-0.399923,-1.34734,0.018953,0.340759,0.359712
Phoenix Suns,34.0,39.0,0.465753,0.259168,0.203989,-0.176398,1.372389,0.55549,0.750532,0.799846,0.937901,0.223249,-0.015279,0.20797
Brooklyn Nets,35.0,37.0,0.486111,-0.589019,0.321675,0.453595,-0.107818,-1.070334,-1.552237,0.199961,-0.680811,-0.24148,0.182188,-0.059292
Orlando Magic,33.0,40.0,0.452055,-1.57857,-1.5613,-0.113399,-0.16264,0.323229,0.324094,0.979811,-1.204512,-0.288179,0.328371,0.040192
San Antonio Spurs,32.0,39.0,0.450704,0.188486,-1.914358,-1.499382,0.604875,0.729685,-0.955223,1.039799,-0.395156,0.344839,-0.263447,0.081392
Memphis Grizzlies,34.0,39.0,0.465753,-0.023561,0.439361,0.327596,-0.984977,-0.489682,-0.102345,0.199961,0.747464,-0.201492,0.098159,-0.103333
Portland Trail Blazers,35.0,39.0,0.472973,0.32985,-1.914358,-0.050399,-0.38193,0.032904,-1.381662,-1.299749,0.318982,0.54316,-0.666374,-0.123214
New Orleans Pelicans,30.0,42.0,0.416667,0.753944,1.263162,1.083587,-0.82051,0.149034,-0.358209,0.199961,0.509418,0.079428,-0.185586,-0.106158
Sacramento Kings,31.0,41.0,0.430556,0.400533,0.203989,-0.365396,-1.313912,0.78775,0.665245,0.559892,1.128338,-0.16095,-0.206061,-0.367011
Chicago Bulls,22.0,43.0,0.338462,-0.94243,1.02779,0.201598,-1.423557,0.961945,2.968014,-1.119784,1.794866,-0.807133,-0.135961,-0.943094
Detroit Pistons,20.0,46.0,0.30303,0.047121,1.145476,0.075599,-0.38193,0.67162,-0.102345,-0.939819,-0.728421,-0.30969,-0.372935,-0.682625
Minnesota Timberwolves,19.0,45.0,0.296875,-1.013112,0.203989,-0.239397,0.440407,0.67162,0.324094,-0.159969,0.795073,-0.43806,-0.338879,-0.776939
Washington Wizards,25.0,47.0,0.347222,-0.376972,-0.737498,-0.176398,0.659697,1.658727,0.921108,-1.299749,1.413993,0.097261,-0.905263,-0.808002
New York Knicks,21.0,45.0,0.318182,-1.931981,-0.266755,2.091575,-1.0398,0.67162,-0.358209,0.499903,1.080728,-0.443759,-0.420329,-0.864088
Charlotte Hornets,23.0,42.0,0.353846,-1.719935,0.557047,0.894589,-0.710865,0.961945,0.238806,-1.839645,-2.013868,-0.754948,-0.390925,-1.145873
Atlanta Hawks,20.0,47.0,0.298507,-0.94243,1.145476,-0.554393,0.166295,0.78775,-0.102345,-1.539703,1.509211,-0.749275,-0.875008,-1.624283
Cleveland Cavaliers,19.0,46.0,0.292308,-0.447654,2.086964,1.335584,-1.588024,1.774857,-0.955223,-0.039992,-1.775823,-0.671889,-0.690374,-1.362263
Golden State Warriors,15.0,50.0,0.230769,-2.21471,0.439361,-0.617393,0.604875,1.368401,0.750532,-0.639876,-0.395156,-1.028472,-0.428429,-1.456901
