Team,W,L,W/L%,Off eFG%,Off TOV%,ORB%,Off FT/FGA%,Def eFG%,Def TOV%,DRB%,Def FT/FGA%,Offensive Score,Defensive Score,Four-Factor Score
Oklahoma City Thunder,60.0,22.0,0.731707,1.362511,1.092831,0.073198,2.882727,-1.654181,-0.209349,-0.065057,-0.383163,0.718845,0.653798,1.372643
Miami Heat,66.0,16.0,0.804878,2.484227,0.030356,-1.424028,0.75768,-0.57013,1.223041,-0.404486,-0.218165,0.814948,0.48564,1.300588
Los Angeles Clippers,56.0,26.0,0.682927,1.317642,0.333921,0.771903,-0.039212,-0.269005,1.884145,0.0198,1.37682,0.592075,0.376075,0.96815
San Antonio Spurs,58.0,24.0,0.707317,1.541985,0.485703,-1.989647,-0.001265,-0.991706,0.011018,1.2078,-1.373153,0.097249,0.84697,0.944219
Denver Nuggets,57.0,25.0,0.695122,0.824087,-0.121426,1.636967,0.454102,-0.20878,0.672122,-1.422771,-0.603161,0.7555,0.057462,0.812962
New York Knicks,54.0,28.0,0.658537,0.824087,-3.005286,-0.292791,-0.304843,0.694595,1.223041,1.038086,0.661827,0.976672,0.136265,1.112937
Memphis Grizzlies,56.0,26.0,0.682927,-1.105264,-0.576772,1.50388,-0.077159,-1.292831,1.663777,0.698657,0.276831,-0.00871,1.031283,1.022573
Indiana Pacers,49.0,32.0,0.604938,-0.791184,0.941049,1.270979,0.567944,-2.617782,-0.870453,0.953229,-0.383163,-0.212348,1.07762,0.865272
Houston Rockets,45.0,37.0,0.54878,1.272774,1.851742,-0.026617,1.061258,0.333245,-0.209349,1.462371,-0.438162,0.200039,0.172563,0.372602
Brooklyn Nets,49.0,33.0,0.597561,0.06132,0.485703,1.470609,0.567944,0.39347,-0.650085,0.189514,-1.64815,0.282416,-0.034784,0.247632
Los Angeles Lakers,45.0,37.0,0.54878,0.689481,0.333921,0.173013,1.326889,-0.028105,-1.972292,0.698657,-2.253144,0.425948,-0.004128,0.42182
Golden State Warriors,47.0,35.0,0.573171,0.42027,0.485703,-0.359334,-0.115107,-0.630355,-1.421372,1.716943,0.38683,-0.042451,0.182163,0.139712
Atlanta Hawks,44.0,38.0,0.536585,0.913825,0.789267,-1.424028,-1.139683,-0.028105,0.561938,0.104657,-1.263154,-0.287545,0.362131,0.074586
Chicago Bulls,45.0,37.0,0.54878,-1.195001,-0.121426,0.971533,-0.115107,-1.172381,-0.539901,0.104657,0.111832,-0.270603,0.338134,0.067531
Utah Jazz,43.0,39.0,0.52439,-0.207891,0.182139,0.771903,0.378208,0.27302,0.34157,-0.234771,1.211821,0.082421,-0.252543,-0.170122
Boston Celtics,41.0,40.0,0.506173,0.285664,0.637485,-2.122734,-0.001265,-0.871256,0.561938,-0.149914,0.661827,-0.469842,0.35973,-0.110112
Dallas Mavericks,41.0,41.0,0.5,0.42027,-1.032118,-1.557115,-0.456632,-0.269005,-0.429717,-0.319629,1.266821,0.04622,-0.253776,-0.207556
Milwaukee Bucks,38.0,44.0,0.463415,-0.92579,-1.487465,0.472458,-1.139683,-0.269005,0.782306,-1.847057,-0.163165,-0.074911,-0.041758,-0.116669
Toronto Raptors,34.0,48.0,0.414634,-0.387366,-1.032118,-0.326063,0.454102,0.212795,-0.099166,-0.065057,2.36681,0.105986,-0.477942,-0.371956
Minnesota Timberwolves,31.0,51.0,0.378049,-1.060395,0.182139,0.3061,0.833575,0.875271,1.443409,0.444086,-0.933157,-0.283437,0.239535,-0.043902
Washington Wizards,29.0,53.0,0.353659,-0.970658,0.789267,-0.625508,-0.494579,-0.811031,0.011018,0.953229,0.111832,-0.784868,0.501038,-0.28383
Portland Trail Blazers,33.0,49.0,0.402439,0.06132,0.333921,-0.392606,-0.380737,0.935496,-1.311189,-0.149914,-0.823159,-0.194584,-0.608505,-0.803089
Philadelphia 76ers,34.0,48.0,0.414634,-0.701446,-1.791029,-0.525693,-2.202206,-0.08833,0.011018,-0.065057,-0.218165,-0.268291,0.0578,-0.210491
Detroit Pistons,29.0,53.0,0.353659,-0.432235,0.941049,0.605545,-0.266896,0.51392,-0.650085,-0.404486,0.276831,-0.327082,-0.490511,-0.817593
New Orleans Hornets,27.0,55.0,0.329268,-0.342497,0.485703,0.90499,-0.418685,1.417296,-0.650085,0.783514,0.221831,-0.140229,-0.606011,-0.74624
Cleveland Cavaliers,24.0,58.0,0.292683,-1.060395,-1.032118,0.539001,-0.153054,1.597971,0.782306,-0.743914,1.156822,-0.081286,-0.765918,-0.847204
Sacramento Kings,28.0,54.0,0.341463,-0.25276,-0.42499,0.039926,0.150524,1.236621,-0.099166,-2.101629,1.266821,0.035707,-1.129789,-1.094082
Phoenix Suns,25.0,57.0,0.304878,-0.880921,0.941049,0.173013,-1.139683,0.935496,0.561938,-1.337914,0.221831,-0.72398,-0.534571,-1.258551
Orlando Magic,20.0,62.0,0.243902,-0.521972,0.030356,-0.359334,-2.088364,0.694595,-2.082476,0.953229,-0.493162,-0.601499,-0.533837,-1.135336
Charlotte Bobcats,21.0,61.0,0.256098,-1.643688,-0.728554,-0.259519,1.099206,1.658196,-0.539901,-2.016771,-0.383163,-0.36236,-1.144133,-1.506493
