Team,W,L,W/L%,Off eFG%,Off TOV%,ORB%,Off FT/FGA%,Def eFG%,Def TOV%,DRB%,Def FT/FGA%,Offensive Score,Defensive Score,Four-Factor Score
San Antonio Spurs,59.0,23.0,0.719512,0.549497,-0.454458,0.193282,-0.339874,-1.951631,0.926344,1.437201,-0.333004,0.321089,1.349629,1.670718
Phoenix Suns,62.0,20.0,0.756098,2.912521,-1.293457,-0.567171,-1.061729,-0.280641,-1.440656,-1.913458,-2.272833,1.215679,-0.289674,0.926005
Miami Heat,59.0,23.0,0.719512,2.349896,-0.559333,-0.804813,0.652678,-1.43748,-1.089989,1.753301,-0.139021,1.016731,0.674008,1.690739
Dallas Mavericks,58.0,24.0,0.707317,0.549497,-1.188582,-0.04436,1.239185,-0.666254,0.575678,-0.712278,-0.236012,0.69395,0.303367,0.997317
Houston Rockets,51.0,31.0,0.621951,0.211922,-0.139833,-1.137511,-0.15941,-1.501749,-0.651656,2.006181,-0.04203,-0.131687,0.845326,0.713639
Detroit Pistons,54.0,28.0,0.658537,-0.575753,-0.349583,1.191377,0.06617,-1.373211,-0.125656,1.057881,-1.270588,0.105295,0.920035,1.02533
Seattle SuperSonics,52.0,30.0,0.634146,0.718284,-0.664207,1.761717,0.607562,0.876199,-0.651656,-0.016859,0.087292,0.896843,-0.529859,0.366984
Memphis Grizzlies,45.0,37.0,0.54878,0.380709,0.699166,-0.757285,-0.114294,-1.051867,1.540011,-0.901938,0.766232,-0.191109,0.510427,0.319318
Sacramento Kings,50.0,32.0,0.609756,0.774547,-1.712956,0.050697,-0.881265,0.683392,-0.300989,-1.470918,-1.044274,0.616007,-0.486147,0.12986
Denver Nuggets,49.0,33.0,0.597561,0.043135,0.174791,-0.139416,0.968489,-0.023565,1.277011,0.236021,0.022631,0.090946,0.372488,0.463434
Minnesota Timberwolves,44.0,38.0,0.536585,0.380709,-0.978832,-0.04436,-1.197077,-0.666254,-2.141989,0.046361,-1.238257,0.208558,-0.073985,0.134573
Chicago Bulls,47.0,35.0,0.573171,-0.632015,1.957664,-0.139416,-0.565453,-1.823093,0.663344,0.805001,0.507588,-0.854923,0.979935,0.125012
Boston Celtics,45.0,37.0,0.54878,1.055859,1.118665,-0.709756,1.239185,-0.087834,0.488011,-0.775498,0.895554,0.186604,-0.132296,0.054308
Cleveland Cavaliers,42.0,40.0,0.512195,-0.688278,-0.664207,1.809245,-0.069178,0.169241,0.400344,0.109581,0.054962,0.242213,0.046061,0.288274
Indiana Pacers,44.0,38.0,0.536585,-0.350703,0.489416,-1.089983,1.690345,-0.666254,-0.037989,-0.016859,0.475258,-0.22708,0.182344,-0.044736
Washington Wizards,45.0,37.0,0.54878,-0.463228,-0.769082,1.143849,0.833141,1.004736,0.838678,-0.838718,-0.526987,0.36072,-0.28092,0.0798
Philadelphia 76ers,43.0,39.0,0.52439,-0.406965,0.594291,-1.565266,0.51733,0.169241,1.540011,0.868221,0.669241,-0.546812,0.390564,-0.156248
Los Angeles Clippers,37.0,45.0,0.45122,-0.29444,1.328415,0.763622,1.464765,-0.152103,-0.563989,-0.016859,-0.365334,-0.077441,-0.028728,-0.106169
New Jersey Nets,42.0,40.0,0.512195,-1.082115,0.069917,-1.517738,-0.15941,-0.216372,1.364678,1.184321,1.024876,-0.777784,0.510851,-0.266933
Toronto Raptors,33.0,49.0,0.402439,0.549497,-1.188582,-2.373248,-0.069178,1.069005,-0.213322,-0.143299,-0.203682,0.031918,-0.47904,-0.447122
Golden State Warriors,34.0,48.0,0.414634,-0.406965,-1.398331,-0.424586,-2.009164,0.554854,0.225011,-1.028378,-0.623978,-0.199495,-0.277768,-0.477263
Orlando Magic,36.0,46.0,0.439024,-0.238178,1.01379,0.573509,0.878257,0.104972,-0.388656,-0.016859,0.281275,-0.102278,-0.184716,-0.286994
New York Knicks,33.0,49.0,0.402439,0.15566,0.174791,-0.186945,-0.294758,1.197543,0.137344,-0.080079,0.60458,-0.063036,-0.551384,-0.61442
Milwaukee Bucks,30.0,52.0,0.365854,-0.406965,-0.664207,0.145754,0.697793,1.069005,-1.089989,0.425681,-0.429995,0.137085,-0.550464,-0.413379
Los Angeles Lakers,34.0,48.0,0.414634,0.15566,-0.244708,0.383395,0.246634,0.683392,-2.317322,-0.143299,-0.914953,0.237115,-0.744104,-0.506989
Portland Trail Blazers,27.0,55.0,0.329268,0.099397,1.643039,0.430924,-1.197077,-0.216372,-0.914656,-2.292778,-1.367579,-0.464378,-0.395534,-0.859912
Utah Jazz,26.0,56.0,0.317073,-0.74454,1.43329,1.524075,1.239185,1.069005,0.488011,0.615341,3.029366,-0.165446,-0.636936,-0.802382
Charlotte Bobcats,18.0,64.0,0.219512,-1.532215,-0.349583,0.383395,-1.287309,0.940468,0.926344,-0.269739,0.733902,-0.641908,-0.308634,-0.950542
New Orleans Hornets,18.0,64.0,0.219512,-2.038577,0.594291,0.193282,-1.422657,0.554854,0.225011,-0.396179,0.475258,-1.138746,-0.316213,-1.454959
Atlanta Hawks,13.0,69.0,0.158537,-1.025853,1.328415,0.953735,-1.512888,1.968769,0.312678,0.488901,1.380511,-0.778631,-0.818635,-1.597266
