Team,W,L,W/L%,Off eFG%,Off TOV%,ORB%,Off FT/FGA%,Def eFG%,Def TOV%,DRB%,Def FT/FGA%,Offensive Score,Defensive Score,Four-Factor Score
San Antonio Spurs,67.0,15.0,0.817073,1.236104,-0.822123,-0.326086,-0.596364,-1.532007,0.801481,1.54715,-1.549737,0.545301,1.355064,1.900365
Golden State Warriors,73.0,9.0,0.890244,3.182311,0.383657,-0.125623,-0.887274,-1.411693,-0.472959,-0.114339,-0.070184,1.018794,0.434097,1.452891
Oklahoma City Thunder,55.0,27.0,0.670732,1.130904,0.931739,2.921406,0.906668,-1.110906,-1.237623,-0.114339,-0.240902,0.939708,0.148224,1.087932
Cleveland Cavaliers,57.0,25.0,0.695122,1.130904,-0.493274,0.515857,-0.741819,-0.389018,-0.472959,1.225572,-0.240902,0.567579,0.318617,0.886196
Toronto Raptors,56.0,26.0,0.682927,0.0789,-0.931739,0.315394,2.21576,-0.268703,-0.387996,0.7968,-0.468525,0.659938,0.240121,0.900059
Los Angeles Clippers,53.0,29.0,0.646341,1.130904,-1.150972,-1.488768,0.518788,-1.351535,0.546593,-1.29346,0.726499,0.520169,0.309595,0.829764
Atlanta Hawks,48.0,34.0,0.585366,0.710103,0.712506,-1.889693,-1.178183,-1.351535,1.056369,-0.864689,-0.866867,-0.448751,0.761798,0.313047
Boston Celtics,48.0,34.0,0.585366,-0.762703,-1.150972,0.515857,-0.06303,-0.930434,1.226295,-0.864689,1.238652,0.076379,0.320012,0.396391
Charlotte Hornets,48.0,34.0,0.585366,-0.0263,-1.589437,-1.52886,0.615758,-0.389018,-0.557922,1.922325,-1.037584,0.173431,0.556229,0.72966
Utah Jazz,40.0,42.0,0.487805,-0.0789,1.150972,0.836597,0.179394,-0.449175,0.291705,0.7968,0.043628,-0.125074,0.405412,0.280338
Miami Heat,48.0,34.0,0.585366,0.289301,0.164425,-0.005346,0.033939,-1.050749,-0.897772,0.850397,-0.753055,0.078636,0.478894,0.55753
Indiana Pacers,45.0,37.0,0.54878,-0.289301,0.383657,-0.165716,-0.208485,-0.810119,0.971407,-0.114339,-0.240902,-0.276051,0.580167,0.304116
Portland Trail Blazers,44.0,38.0,0.536585,0.447102,0.054808,0.836597,-0.35394,0.032084,-0.897772,-0.007146,0.897216,0.279367,-0.373288,-0.093921
Detroit Pistons,44.0,38.0,0.536585,-0.604902,-1.041355,1.277614,-0.596364,0.092241,-0.557922,1.654343,-0.753055,0.184446,0.26745,0.451896
Houston Rockets,41.0,41.0,0.5,0.710103,1.150972,0.756412,1.682426,0.81413,1.39622,-1.829425,0.555781,0.399945,-0.425849,-0.025904
Dallas Mavericks,42.0,40.0,0.512195,-0.0263,-1.260588,-1.288305,0.082424,0.092241,-0.303034,-0.007146,-0.639243,0.05933,-0.018198,0.041132
Washington Wizards,41.0,41.0,0.5,0.447102,-0.054808,-1.288305,-0.838789,0.753972,1.226295,0.7968,0.498875,-0.190937,0.089514,-0.101423
Chicago Bulls,42.0,40.0,0.512195,-0.815303,-0.60289,0.275302,-0.984244,-1.050749,-2.08725,-0.7039,-1.549737,-0.267975,-0.009832,-0.277807
Orlando Magic,35.0,47.0,0.426829,-0.1315,-0.383657,-0.285993,-1.663032,0.633658,0.546593,0.153643,0.328157,-0.263339,-0.13531,-0.398649
Sacramento Kings,33.0,49.0,0.402439,0.394501,1.150972,0.034747,0.227879,1.114916,0.716519,-0.7039,-0.411619,-0.088811,-0.345874,-0.434685
Memphis Grizzlies,42.0,40.0,0.512195,-1.341305,-0.931739,0.596042,1.052122,0.934444,1.736071,-0.596707,2.37677,-0.026561,-0.415617,-0.442178
New York Knicks,32.0,50.0,0.390244,-1.025704,-0.60289,-0.045438,-0.208485,-0.930434,-2.257176,-0.221532,-0.297808,-0.299919,-0.191756,-0.491675
Denver Nuggets,33.0,49.0,0.402439,-0.710103,0.054808,0.796504,0.324849,0.753972,-0.472959,0.582414,0.385063,-0.089715,-0.361105,-0.45082
Minnesota Timberwolves,29.0,53.0,0.353659,-0.236701,0.822123,0.195117,2.603639,1.295389,0.376668,-0.811093,-0.525431,0.129358,-0.507393,-0.378035
New Orleans Pelicans,30.0,52.0,0.365854,-0.236701,-0.931739,-1.047751,-0.402425,1.235231,-0.387996,1.386361,0.897216,-0.13166,-0.448402,-0.580062
Milwaukee Bucks,33.0,49.0,0.402439,-0.184101,1.150972,0.435672,-0.111515,0.453185,0.886444,-1.668635,0.669593,-0.290976,-0.393829,-0.684805
Phoenix Suns,23.0,59.0,0.280488,-0.815303,2.247135,0.636134,-0.25697,1.235231,0.291705,0.475222,1.580087,-0.799224,-0.563135,-1.362359
Brooklyn Nets,21.0,61.0,0.256098,-0.552302,0.493274,0.114932,-1.129698,1.896962,-0.048146,-0.275128,-1.891173,-0.490708,-0.542171,-1.032879
Los Angeles Lakers,17.0,65.0,0.207317,-2.235508,-0.712506,-0.285993,0.906668,1.235231,-1.322586,-0.811093,-0.411619,-0.637275,-0.925215,-1.56249
Philadelphia 76ers,10.0,72.0,0.121951,-0.815303,1.80867,-1.288305,-1.129698,0.453185,0.291705,-1.186267,1.750805,-1.205404,-0.608222,-1.813626
