Team,W,L,W/L%,Off eFG%,Off TOV%,ORB%,Off FT/FGA%,Def eFG%,Def TOV%,DRB%,Def FT/FGA%,Offensive Score,Defensive Score,Four-Factor Score
Dallas Mavericks,60.0,22.0,0.731707,1.397141,-2.397475,-1.218601,-0.667446,-0.080691,0.696762,-0.429065,-0.372076,0.814388,0.176465,0.990853
Sacramento Kings,59.0,23.0,0.719512,1.454776,-0.539298,-1.139982,-1.352969,-2.337145,-0.376128,-0.623484,-1.111726,0.285793,0.882888,1.168681
San Antonio Spurs,60.0,22.0,0.731707,1.339507,0.854334,0.117929,0.945548,-1.752139,0.160317,-0.169838,-1.329271,0.487637,0.906358,1.393995
New Jersey Nets,49.0,33.0,0.597561,-0.331896,-0.152178,0.078619,0.905224,-1.167132,1.501429,0.996681,-0.19804,0.056793,1.071252,1.128045
Detroit Pistons,50.0,32.0,0.609756,-0.043723,-0.539298,-1.022053,0.743924,-1.083559,-0.107906,1.579941,-0.19804,0.024513,0.752141,0.776654
Indiana Pacers,48.0,34.0,0.585366,-0.274261,-0.229602,0.196549,1.348797,-1.334277,0.249724,0.478228,-0.067514,0.189325,0.701914,0.891239
Portland Trail Blazers,50.0,32.0,0.609756,0.87843,0.38979,0.668265,-0.264197,0.755033,0.786169,0.478228,-1.546815,0.347948,0.222197,0.570145
Utah Jazz,47.0,35.0,0.573171,0.705527,1.55115,1.572389,2.155294,-0.498553,1.054392,-0.882711,1.150734,0.532195,0.113867,0.646062
Los Angeles Lakers,50.0,32.0,0.609756,0.705527,-0.539298,0.668265,-0.062573,0.253599,-0.554943,0.737455,0.498101,0.541302,-0.167399,0.373903
Philadelphia 76ers,48.0,34.0,0.585366,-0.447165,-0.229602,0.707575,1.348797,1.172895,1.948467,0.737455,0.585119,0.222369,0.077682,0.300051
Minnesota Timberwolves,51.0,31.0,0.621951,0.820796,-0.848994,-0.117929,-0.94972,-0.164263,-1.180795,0.867068,-1.155235,0.374523,0.117205,0.491728
New Orleans Hornets,47.0,35.0,0.573171,-0.504799,-0.074754,1.257911,-0.425497,-0.832842,-0.018498,0.996681,-0.154531,0.004527,0.551028,0.555555
Houston Rockets,43.0,39.0,0.52439,0.013912,0.622062,0.707575,0.5423,-0.999987,-1.270203,0.543035,-0.894182,0.072909,0.325178,0.398087
Phoenix Suns,44.0,38.0,0.536585,-0.043723,-0.229602,0.471717,-0.748096,-0.331408,0.696762,-0.817904,-0.328567,0.02204,0.192458,0.214498
Orlando Magic,42.0,40.0,0.512195,0.24445,-0.539298,-0.589646,0.381,1.005751,0.964984,-0.299451,0.889681,0.171825,-0.354397,-0.182572
Milwaukee Bucks,42.0,40.0,0.512195,1.51241,-1.390962,-1.139982,-0.304522,1.67433,-0.465536,-1.077131,0.324066,0.67903,-1.050152,-0.371122
Seattle SuperSonics,40.0,42.0,0.487805,-0.101357,-0.926418,-0.157239,-1.151344,0.838606,0.249724,0.154195,-0.850673,-0.013088,-0.114571,-0.127659
Boston Celtics,44.0,38.0,0.536585,-0.216626,-0.461874,-1.926176,-0.102898,-0.247835,0.964984,0.607841,0.54161,-0.371852,0.380707,0.008855
Washington Wizards,37.0,45.0,0.45122,-0.792972,-0.77157,-0.471717,0.945548,0.253599,-0.197313,0.024582,-0.763656,-0.076808,-0.031303,-0.108111
Golden State Warriors,38.0,44.0,0.463415,-0.101357,-0.074754,2.555132,1.510097,0.671461,-1.627833,-2.373263,-0.415585,0.715687,-1.087858,-0.372171
New York Knicks,37.0,45.0,0.45122,0.705527,-0.461874,-1.611698,-1.352969,0.922178,-0.286721,0.154195,1.368279,-0.127606,-0.614954,-0.74256
Memphis Grizzlies,28.0,54.0,0.341463,0.763161,0.157518,-0.589646,-0.707771,1.423613,-0.554943,-1.85481,-1.416288,0.04179,-0.8667,-0.82491
Atlanta Hawks,35.0,47.0,0.426829,0.129181,1.318878,-0.235858,0.743924,-0.41498,-1.71724,-0.753098,-0.328567,-0.21363,-0.364653,-0.578283
Los Angeles Clippers,27.0,55.0,0.329268,-0.38953,0.622062,0.235858,0.905224,0.587889,-0.823166,-0.882711,-0.328567,-0.128372,-0.568204,-0.696576
Chicago Bulls,30.0,52.0,0.365854,-0.158992,1.086606,-0.314478,-0.506147,-0.331408,-0.644351,-1.336357,1.455296,-0.474066,-0.51409,-0.988156
Miami Heat,25.0,57.0,0.304878,-2.003298,-0.152178,-0.668265,-1.272319,-0.331408,0.070909,1.515134,1.194243,-1.087776,0.274181,-0.813595
Toronto Raptors,24.0,58.0,0.292683,-0.908241,-0.307026,-0.117929,-1.070695,1.256468,-0.823166,-0.558678,-0.154531,-0.47073,-0.796935,-1.267665
Denver Nuggets,17.0,65.0,0.207317,-2.637278,2.402814,1.100672,-1.272319,0.253599,2.216689,1.126294,2.630036,-1.626328,0.283486,-1.342842
Cleveland Cavaliers,17.0,65.0,0.207317,-1.715125,1.860846,0.982743,-0.264197,0.838606,-0.912573,1.061488,0.976699,-0.994342,-0.497793,-1.492135
